f	stdf
1.0003462256955589	0.10039493684699302
0.37206649674111708	0.10244436122734948
0.22865774012839812	0.10286926288641716
0.1654234297378134	0.10004405908380881
0.12996954518019369	0.095647699866505925
0.1073114184336552	0.090847825533242832
0.091549980933877409	0.086514410985089829
0.079941831561468793	0.082713195390713048
0.071024775915252303	0.079451891393439708
0.063962672524614864	0.076600996978410427
0.058229259093698582	0.073995850306291022
0.053480123690633	0.071658696204056752
0.049483696575098518	0.069483240904589599
0.04606922194409404	0.067460058662653144
0.043116318845540805	0.065620754413628385
0.040538580979071426	0.0639149413538012
0.03826664542843574	0.062303724675234554
0.036246860744304187	0.060798736640399191
0.034439986899166442	0.059396701932851806
0.032816186879046909	0.058075305375314586
0.0313501966579669	0.056797501447028109
0.03001717162254048	0.055595860872342154
0.028799340372001957	0.054422508063468482
0.027683058085654015	0.053309312486890789
0.026657937067511042	0.052266526486134807
0.025714494680203495	0.05130991269029013
0.024841168031732957	0.050371144831056321
0.024030823531611119	0.049465514482653662
0.023275629524971492	0.048573884914943237
0.022574771852706142	0.047724604249746748
0.021921721496737028	0.046969201286615372
0.021306730375846652	0.046175592735743815
0.020726441916077847	0.04539668719220534
0.020172763453939986	0.044111789333370476
0.019649565484990094	0.0431164083891196
0.019149417716485859	0.042116710212261842
0.018674608851084129	0.041180056965883859
0.01823516830794282	0.040375984745588775
0.017813629303435372	0.039566289797730025
0.017412037624967163	0.038747655616423071
0.017036279292701521	0.037962718617100613
0.01665630447101954	0.036963866063424021
0.016331149189875303	0.036884665639699776
0.016002642845779444	0.036056363116992576
0.015666944795471271	0.035265495897773717
0.015352892196292269	0.03425892603737149
0.01506592147551246	0.033622654066457411
0.014777101446897352	0.032544091583342726
0.014534001454350111	0.032233533900921513
0.014265469411793869	0.031179011682224009
0.014019204335266568	0.030950273731365156
0.013794951579257671	0.030089464463457144
0.013563243473285908	0.029436489086419142
0.013335588279018502	0.0288854022441596
0.013127607903093008	0.028420795373558721
0.012922328843872606	0.027651248748267677
0.012758481526298571	0.026959068664120851
