weight	lyapunov	err1	err2	err3	m1	m2	m3	std1	std2	std3	null1	null2	null3	f	stdf
0.0	nan	0.74078896041983666	0.1239112433817036	0.020914198899141933	11.318890850925843	17.363294729743398	16.014661116657628	19.760544969348476	32.40820130421325	28.877635839764359	99.310000000000002	99.310000000000002	99.310000000000002	0.9997047523305298	0.10075080931258718
0.10000000000000001	0.026762847542237622	0.95345393705058967	0.98627673968251872	0.50777632830052866	19.654468056425078	53.461283054458455	220.0622458880749	21.260071909698077	53.916229890440249	238.8812126955473	93.38000000000001	81.159999999999997	61.350000000000001	0.18794988260664885	0.29738331575619997
0.20000000000000001	0.1635936121796874	0.96302708384424229	0.98824258542949794	0.54227213312867406	20.899895966749227	53.023347596708291	280.77885831080704	19.573402863127626	54.648597966642612	286.37423980836263	95.049999999999983	86.280000000000001	72.340000000000003	0.13030616060312145	0.26914582025832223
0.30000000000000004	0.17198406393266338	0.96312280575845877	0.98981912517987403	0.54756722963569004	23.305274733042104	59.767489583700424	322.95401603310683	23.110974462956353	62.953413519352615	315.19796982266547	96.030000000000001	88.52000000000001	78.27000000000001	0.10635428545296233	0.25239100084058369
0.40000000000000002	0.29764903753992228	0.9639704460202303	0.98888152138756946	0.55781476020467635	23.024730157350799	59.818509000783891	348.92412451486251	25.507891182977907	64.085189293063678	351.19674366143761	96.239999999999995	89.590000000000003	81.539999999999992	0.092607641501562948	0.24094543299319984
0.5	0.087735366581779162	0.96522941716761412	0.99276756057147941	0.59294010899389393	23.875538139910955	58.436535865161275	389.94238443423887	24.57811748337587	64.612162014071458	379.01314369072418	96.650000000000006	90.600000000000009	83.590000000000003	0.083424528510523149	0.23274574842566054
0.60000000000000009	0.25028262497658854	0.9639645484914654	0.99276117069171066	0.59919068057076341	23.342112182363259	60.764300215688195	385.79343944115669	25.011331521929286	61.901485662069618	384.788866039114	96.619999999999976	91.650000000000006	84.749999999999986	0.076783844416368235	0.22661765773811879
0.70000000000000007	0.072034821444891206	0.96359664688034208	0.99327638166404664	0.60058515892765829	23.812444801425066	60.717806961226742	418.56135338783315	24.299536575819747	66.114787013732851	404.04625686895054	96.669999999999987	91.950000000000003	86.140000000000001	0.071716744843141458	0.22176760049500191
0.80000000000000004	0.48205771710210588	0.96266945063487808	0.99263175092038369	0.59531343595855524	22.185282532739201	64.552136887552408	426.15201214534193	23.396303092781981	66.500078665005802	402.32526033080563	96.309999999999988	92.469999999999999	86.990000000000009	0.067736741480024065	0.21772008827684658
0.90000000000000002	0.49214997049456327	0.96346915272236511	0.99158707371206467	0.59832416548141387	24.784751032433796	65.890457357526742	444.43469125540543	28.158996058957172	69.721188011478446	427.67435057875855	96.859999999999999	93.070000000000007	87.849999999999994	0.064523236564402869	0.21424096944013044
1.0	0.29527559680499488	0.96330373849368645	0.99153549502602034	0.57459102732800971	24.657979064076194	68.009716359677569	463.88794360477488	28.955231497781977	74.610112898597947	428.77856379237909	96.86999999999999	93.070000000000007	88.650000000000006	0.061829128455298865	0.21122505354752522
1.1000000000000001	0.48258406470058829	0.9640313790714371	0.99251796484925003	0.58360718965781999	26.321588870775351	73.034376515300025	468.76306333939795	30.317436097802915	74.02084543529071	445.571098927631	97.059999999999988	93.300000000000011	89.399999999999991	0.059537105913787781	0.20860433010329804
1.2000000000000002	-0.082127877210686831	0.96348603496796981	0.99210879479232994	0.5884652326132076	27.091200120169685	74.310651270325621	483.96786015641283	30.182739869572195	72.597311290930548	468.2764804320899	97.210000000000008	93.54000000000002	89.760000000000005	0.057564421317771841	0.20632113837897387
1.3	0.15617489700359213	0.96436967185852862	0.99320127422234505	0.60559950704586496	26.725424755550115	76.126021949366447	493.58586161895153	31.112853177272363	80.924542424934685	458.3133793490216	97.089999999999989	93.799999999999997	90.150000000000006	0.055854109886453319	0.20429861986970463
1.4000000000000001	-0.42999349182826158	0.96565292489980581	0.99430180004917479	0.61984377616818909	28.77783970004587	76.426332625272522	484.51569290348277	32.514735315523694	85.562810828996888	477.45421278310761	97.239999999999981	93.980000000000004	90.620000000000005	0.054356359369564532	0.20249926594798415
1.5	0.48847000057993484	0.96418142462650702	0.99280587360613848	0.61025337236537081	29.131231348079229	76.26270464110992	472.23954718258727	32.216374124066206	86.018233734439804	499.59064783830053	97.400000000000006	94.410000000000011	91.109999999999985	0.053038246511108701	0.20085522012331819
1.6000000000000001	0.27623117287329174	0.9663473268735574	0.9944265526473639	0.62489687648536196	28.749403178523416	75.562927080282236	485.3400716881435	31.92139125575925	88.35441984898992	519.2313937485153	97.310000000000002	94.669999999999987	91.570000000000007	0.051876490109423613	0.19931183606870767
1.7000000000000002	-0.79186380413192381	0.96680156653716975	0.99342617911361786	0.62889808747578435	32.733758362929677	75.676459802990507	487.25246603705125	34.84855947249811	86.688533166850988	518.19745010738336	97.609999999999999	94.950000000000003	91.890000000000001	0.050827903274624761	0.19789600737374896
1.8	-0.9360737814589527	0.96685007705378645	0.99246906198301799	0.60993402864040691	32.08438392238115	78.167670252958146	518.29322624043448	33.949310227129772	87.14998118070946	550.7803830311617	97.580000000000013	95.0	92.280000000000001	0.049882613932468699	0.19659578032313746
1.9000000000000001	-0.034349794862756293	0.96677242462105428	0.99435740689908891	0.62193398597668292	30.706463464685111	82.324571291425258	531.99428510901669	29.342308954702862	94.679662116847595	554.89450413345151	97.620000000000005	95.090000000000003	92.640000000000001	0.049017596739993403	0.19537726382322168
2.0	-0.56831933399254531	0.96733938097386363	0.9943824107291116	0.60827959533648868	30.061931365914781	82.138009034682582	518.21266815214619	31.101983725060176	94.184952999905093	548.63278222320662	97.569999999999965	95.11999999999999	92.870000000000005	0.048218054283564182	0.19421468860736299
2.1000000000000001	-0.13127317539926739	0.96872567268308285	0.99363623664051437	0.62871875265777966	30.614867458154976	86.780882096841111	528.85537716007877	33.379840915255521	96.773390863041968	579.3593747726311	97.530000000000001	95.169999999999987	92.97999999999999	0.047475846296028343	0.19312507774477111
2.2000000000000002	-0.058191411554853197	0.96931077115126296	0.99467830809800173	0.64502280158886871	34.190291238536432	86.113223903544522	585.66861187937934	35.289622889978077	95.984919140540029	592.58584736995715	97.790000000000006	95.359999999999985	93.280000000000001	0.04678696863662625	0.19210144351377673
2.3000000000000003	0.10426968115058023	0.96930537910787318	0.99526962311935774	0.64936701996959201	33.188847455905304	85.959144583866845	590.4876523259544	35.92698560702361	95.794401489986143	612.33291013485791	97.780000000000001	95.340000000000003	93.339999999999989	0.046144122032012215	0.19115460026284831
2.4000000000000004	-0.49684781619059498	0.96888681128687071	0.99536443854809153	0.65275285356638979	32.461137192075128	83.789346924316007	588.63458309266059	34.801624761109991	95.094868622432429	619.41808008257829	97.820000000000007	95.589999999999989	93.510000000000019	0.045536633853417559	0.19026516966695323
