f	stdf
1.003038767954894	0.1031947444466088
0.42669637807052685	0.10970347111774897
0.27131840033503385	0.11391418785921567
0.19956703450890284	0.11367205794391984
0.15835635708501417	0.11040868856788875
0.1316695264569161	0.10694464090006919
0.11294582987352328	0.10373448345642058
0.099164174577424199	0.10060469786566142
0.088594341399563722	0.097562321939139635
0.080162354641927711	0.094757653941461351
0.073264576225630401	0.092562362560014488
0.067586126812178154	0.091215155319597188
0.062839501334844602	0.090389099497023492
0.058750418839433376	0.089275796379120892
0.055236030648122984	0.088143409034175876
0.052109802581201653	0.086789569958185556
0.049361806446764175	0.085476954237797678
0.046953901378930511	0.084044365745735303
0.044780847884435378	0.081919205571797549
0.042795590305243596	0.079721519953390885
0.041035137630383391	0.07804775834209865
0.039443142992978304	0.076384635703603543
0.038016289097473649	0.074298533766268327
0.036731341746161279	0.072486946085616483
0.0354223493143195	0.069830605963741285
0.034035335871502939	0.075527363092808039
0.032990633378055766	0.074931511917774529
0.031928639991621335	0.073669752276079664
0.031266102582446109	0.05709363504615015
0.030230338843202229	0.053233493250491093
0.029910235063207224	0.058527988674074521
0.029159966149365765	0.054363543521522811
0.028333479505918135	0.050419033087555409
0.027602616229342007	0.04785168855979223
0.0271623858530089	0.048739685373287586
0.026444012905931336	0.046990423780620981
0.02587526687987456	0.047759354229100659
0.025377344014536476	0.046713621649908284
0.024886117684014344	0.04662423150334305
0.024468435762237957	0.044426549510371428
0.023930742336341574	0.045153759373020325
0.023146447300107502	0.038852001057540053
0.022933830645281782	0.038018468040056319
0.022727496784694493	0.04150729556560729
0.021982631561317963	0.036364728727906678
0.021850687632861968	0.038522030610738361
0.021682099725049406	0.039154250985431273
0.021205506633625065	0.034797734490117617
0.020616606074743863	0.033036225527619131
0.020533505173121278	0.034298407064510955
0.020358063370882126	0.036488823417464282
0.019889467297528461	0.03345430018851514
0.019517266105865291	0.033591890047651715
0.019312734972622904	0.029804247109174245
0.018912281750027141	0.029175037977300141
0.018675174581345679	0.027015570271262349
0.018506683191871754	0.030335645282557212
0.018124512565401454	0.02686321696944351
0.01800272862380517	0.027177312314792836
0.017573626776265193	0.028506099477885728
0.017784006325506006	0.02923038436512105
0.017269013294148698	0.025498852971682532
0.017100855838111988	0.02649629257292933
0.016825695632277083	0.02480757851461704
0.016826360862305292	0.026458100074326463
0.016720087714366665	0.026525152278970929
0.01650963018196162	0.02389194782750324
0.016453291451453501	0.025417736396873579
0.015938569162165891	0.02423921261415311
0.015924297791309144	0.024222479018539991
0.015708808372411186	0.023781860066233354
0.015783963516897533	0.023409685874233553
0.015473925031943827	0.021436794075797131
0.015225731175491653	0.021519913917693062
0.015034199131598423	0.023032412774508217
0.014823942686030848	0.021344530556953466
0.01483388839529406	0.023300516791687761
0.014821037997014444	0.021970904496048899
0.014713118150069992	0.022795541849127732
0.014503782465757439	0.020955337052860054
0.014121310974509587	0.019657444023745085
0.014362119660029822	0.021686619212446107
0.014216082706833421	0.02140276358353314
0.013968320592202607	0.019342120651563377
0.013941650250574165	0.021470280183270848
0.013773468374861356	0.01926496618565288
0.013594949524146206	0.018825059816831014
0.013686921136048601	0.019009143172923872
0.013491387539407278	0.018929923183970774
0.013499660731024076	0.020225323088835075
0.013158023782362924	0.01820749338891834
0.013297660465405396	0.016588548299724164
0.013313654375342496	0.018905024402823222
0.01300961595313567	0.017918209802730661
0.01285402605870054	0.017282030860510347
0.012895365892620558	0.019351149258155606
0.01280871455531751	0.016473930872279649
0.012514233015457734	0.017034112919215826
0.012539297251516762	0.016674919944291648
0.012656481243299288	0.017765811708227365
0.012322686382238957	0.017246808247673752
0.012323792394437458	0.01582817043498904
0.012147385413845331	0.016785232065740122
0.012146198550712542	0.017214647302995649
0.011975832091327583	0.016133244300042874
0.012029146960869113	0.017357885781225393
0.011799866930953759	0.015099600335849044
0.011923494268611447	0.016915909627809356
0.011829246393830371	0.017102430038606689
0.01158493954280718	0.015266558232693938
0.01166957614590756	0.016577413864700723
0.01142634974033746	0.015280077241164087
0.0113253322489333	0.015033676418141743
0.011361978134438105	0.016193654777347362
0.011529662328246674	0.016251653343393912
0.011447835342553508	0.014819387576597339
0.011485772343992394	0.01575732977708107
0.010990206573154864	0.014717849241262557
0.011361261212220718	0.015144756189975409
0.01097569243220251	0.014836624331175115
0.011187382255742357	0.014607581278779189
0.011059756108699957	0.014813922795214795
0.0108826169172294	0.014091425966800688
0.010633306890804741	0.013969483780919646
0.010829579176648028	0.014378629447776651
0.010541359100652089	0.012508051193740991
0.010443839267951434	0.01367373388988607
0.010769690723008369	0.014410027652668304
0.010402251524735943	0.013553722531198483
0.010403338199490806	0.014724994027240399
0.010427241375709918	0.013620715204668395
0.010611232402687737	0.014143458194467776
0.010376924739577393	0.012838899120978957
0.010467473202194934	0.014847049751231746
0.010235283191700001	0.013589908541934851
0.010215309295243814	0.012480701173360921
0.010126315070465915	0.013493232956839435
0.010095610888911097	0.013209236118290011
0.010192546484365708	0.013598457987896164
0.010004850616491501	0.012746216192856168
0.0099730736019557654	0.013398048795539887
0.010114499576281428	0.013342967392371181
0.0096615960452591139	0.012557903320070602
0.0098062406193628882	0.01322596064199672
0.010161198197458272	0.015286116088462526
0.0098698077928887924	0.012613009143118208
0.0097925575582105545	0.011748144652365317
0.0095702602953398816	0.012693925264200816
0.0094628642355972653	0.011750124146960021
0.0095638574502048875	0.012152723654201248
0.0093896059801857317	0.011766863004668515
0.009629118387808137	0.013416426776208943
0.0094051806335907883	0.011870584545785335
0.0094127402296220325	0.012192801972680935
0.0094862474607709472	0.011565183838624588
0.009355798791787143	0.012332506740158608
0.0094320289563531567	0.012466487919800104
0.0091580581637075806	0.010921582332587223
0.0087916233407533684	0.010920958599706801
0.0090466059669401609	0.011041862311844224
0.0089508995510708539	0.010822526688728748
0.0090291947657793973	0.011546745766595192
0.0092419304815184559	0.013110251115511904
0.009188932396437503	0.01148859197743116
0.0091331568797493792	0.011606401540272548
0.0088410436727844512	0.011752833311683097
0.0090089930443815365	0.012318330465815359
0.0088810258984880833	0.010613706045938502
0.0088087487866648061	0.01120176960539861
0.0090193245356292064	0.010962563914108322
0.0090037293368447503	0.012207455977143695
0.0087080102700831039	0.0115004830544392
0.0087479536376829439	0.010295867869884685
0.0085780032275539677	0.011042843440286963
0.0085409947991853218	0.011370735393646749
0.0087140969489913778	0.011878860954673588
0.0087097469137920585	0.011177784616838802
0.0087042013934887797	0.010452614519581927
0.0086354785107704262	0.010741742706177089
0.0088405296784872939	0.010865797659440358
0.008475526490358128	0.010715803688752227
0.008420119361411087	0.010762645763850292
0.0083909816825826107	0.010433623142086687
0.0085923229499273359	0.010702622982491744
0.0083113799657372669	0.010246164546596602
0.0085707877082625353	0.01224861674130648
0.008515040348842479	0.010152025522523108
0.0086414413753889644	0.011187690919376046
0.0081991180032354692	0.010011579211991141
0.0083945468445627176	0.010281659511322384
0.0081720355424241484	0.010387242871883539
0.0083485234579246462	0.011132079476587823
0.0081688246615172003	0.01020677954979201
0.0083256972429239465	0.010795252261715979
0.0080516017054901249	0.0093455551979931117
0.00830221706632326	0.010305659541947619
0.0080780807883440268	0.010652211041135234
0.0081961235737925825	0.010266567024687595
0.0083723338964009214	0.010156309219223683
0.0080632037506365734	0.0099577200367419062
0.0084707514577768706	0.010948543638608662
0.0083694799848248961	0.011933746310104352
0.008101851472693546	0.009602888112795447
0.0081197058040871229	0.010480681043060996
0.0080229787628991987	0.0105968328079866
0.0080720956866544031	0.010285167873623611
0.0078229122107770013	0.0094179758181654558
0.0079632155201255651	0.0094128709831190829
0.0077256498501603018	0.0092310479770072538
0.0077649290978958002	0.009270849693812722
0.0078012972245404127	0.0093222402565134779
0.0079532858735635939	0.010212743444510475
0.0079069395709736503	0.0097996893492865132
